name,neighbourhood_cleansed,price_USD,latitude,longitude,property_group,accommodates,listing_url,bathrooms,bedrooms,license,host_since,host_response_time,host_response_rate,host_acceptance_rate,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
Downtown |Views | Luxury | Sunny,"Howard University, Le Droit Park, Cardozo/Shaw",201,38.91610769488275,-77.02157977833554,Entire Properties,4,https://www.airbnb.com/rooms/875470162152099782,1,1,Exempt,2013-08-13,within an hour,100%,98%,4.94,4.82,4.88,5,5,4.82,5,1.21
Downtown |Views | Luxury | Sunny,"Howard University, Le Droit Park, Cardozo/Shaw",212,38.914695477437455,-77.0284210776079,Entire Properties,2,https://www.airbnb.com/rooms/875579340641513391,1,1,Exempt,2013-08-13,within an hour,100%,98%,4.65,4.76,4.82,4.88,4.88,4.06,4.24,1.23
Luxury| 2 bedrooms | Heart of Shaw,"Howard University, Le Droit Park, Cardozo/Shaw",208,38.91669,-77.02504,Entire Properties,5,https://www.airbnb.com/rooms/876059853602705687,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.63,4.75,4.88,4.75,4.88,4.31,4.38,1.16
Penthouse | Downtown | Capitol Views | Luxury,"Shaw, Logan Circle",357,38.91347347956042,-77.02049646569154,Entire Properties,5,https://www.airbnb.com/rooms/876069440075726839,2.5,2,Exempt,2013-08-13,within an hour,100%,98%,4.55,4.6,4.65,4.95,4.75,4.55,4.4,1.51
Downtown | Views | Luxury | Sunny,"Howard University, Le Droit Park, Cardozo/Shaw",246,38.91521654014001,-77.02356381473724,Entire Properties,5,https://www.airbnb.com/rooms/876082674680134596,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.65,4.8,4.75,4.75,4.65,4.55,4.6,1.46
Contemporary | Downtown | Views,"Howard University, Le Droit Park, Cardozo/Shaw",234,38.9180060183352,-77.02398587113933,Entire Properties,4,https://www.airbnb.com/rooms/876089868919156138,2,2,Exempt,2013-08-13,within an hour,100%,98%,4.47,4.64,4.71,4.43,4.5,4.21,4.5,1.17
Contemporary | Downtown | Views,"Howard University, Le Droit Park, Cardozo/Shaw",164,38.91623809293208,-77.02303935661652,Entire Properties,2,https://www.airbnb.com/rooms/876117163490040019,1,1,Exempt,2013-08-13,within an hour,100%,98%,4.75,4.67,4.67,4.67,5,4.5,4.67,0.98
Contemporary | Downtown | Views,"Howard University, Le Droit Park, Cardozo/Shaw",221,38.91628643639845,-77.02034585386698,Entire Properties,2,https://www.airbnb.com/rooms/876122334654415849,1,1,Exempt,2013-08-13,within an hour,100%,98%,4.44,4.56,4.61,4.44,4.78,4.22,4.39,1.73
Contemporary | Downtown | Views,"Howard University, Le Droit Park, Cardozo/Shaw",135,38.91487023096003,-77.02196882259493,Entire Properties,2,https://www.airbnb.com/rooms/876123918424765976,1,1,Exempt,2013-08-13,within an hour,100%,98%,5,5,5,4.88,4.88,4.82,4.71,1.87
Spacious Loft Home Capitol Hill,"Capitol Hill, Lincoln Park",249,38.88039766236607,-76.98023206113649,Entire Properties,8,https://www.airbnb.com/rooms/876151051081165056,2.5,2,with hosted license,2020-06-15,within an hour,100%,97%,4.84,4.84,4.81,4.92,4.97,4.54,4.81,2.94
Sojourn on Seward | 1 BR | Steps to Capitol,"Capitol Hill, Lincoln Park",153,38.8855435911303,-77.0007606784626,Entire Properties,2,https://www.airbnb.com/rooms/876164551529442064,1,1,Exempt,2015-07-29,within an hour,99%,99%,4.71,4.84,4.87,4.87,4.97,4.87,4.74,2.46
Stylish Vacation Gateaway | In house Services,"Brightwood Park, Crestwood, Petworth",117,38.94543616953848,-77.02760586559563,Entire Properties,4,https://www.airbnb.com/rooms/876341956377797529,1,1,Exempt,2016-01-05,within an hour,100%,99%,4.43,4.43,4.57,4.86,4.86,4.57,4.43,0.5
"Shaw Sanctuary, walk everywhere!","Shaw, Logan Circle",110,38.9104415896469,-77.01936564773258,Entire Properties,4,https://www.airbnb.com/rooms/876843418032135615,1,1,no information,2013-10-08,within an hour,100%,100%,5,5,5,5,5,5,5,0.09
"Cozy Studio with 70"" Projector & Free Parking","Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",80,38.9044656475685,-76.92822872979433,Entire Properties,2,https://www.airbnb.com/rooms/877023112353647190,1,1,with hosted license,2018-10-24,N/A,N/A,N/A,4.91,4.93,4.98,4.95,4.98,4.5,4.8,3.36
Boutique Rowhouse near Capitol,"Ivy City, Arboretum, Trinidad, Carver Langston",430,38.90525,-76.98041,Entire Properties,6,https://www.airbnb.com/rooms/877413473015596733,2,2,with hosted license,2023-04-25,within a day,70%,74%,4.89,4.78,4.89,5,4.89,4.56,4.78,0.72
Sunny private bed+ bath in 2 bed/bath downtown,"Union Station, Stanton Park, Kingman Park",55,38.9063664516297,-76.9986870279204,Private room,2,https://www.airbnb.com/rooms/877519924139342237,0.5,1,no information,2012-05-30,within a few hours,90%,33%,4.69,NA,NA,NA,NA,NA,NA,NA
Palisades Carriage House #peacelove&parking,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",196,38.92854626829736,-77.10761977200207,Entire Properties,2,https://www.airbnb.com/rooms/877568090244811480,1.5,1,with hosted license,2017-03-29,within an hour,100%,100%,4.94,5,5,4.85,4.91,5,4.85,2.51
Brand New Modern Apartment with Private Parking,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",135,38.8624340204892,-76.95240064817365,Private room and breakfast,4,https://www.airbnb.com/rooms/877669834940028372,1,1,Exempt,2014-02-07,within an hour,100%,88%,5,5,5,5,5,4.83,5,0.45
Dupont Metro | Pet-friendly | Location! Location!,"Dupont Circle, Connecticut Avenue/K Street",123,38.916431704158825,-77.04018767775494,Entire Properties,4,https://www.airbnb.com/rooms/878230390502838732,1,2,with both hosted and unhosted license,2011-04-06,within an hour,100%,98%,4.67,4.67,4.67,4.92,4.97,4.97,4.72,2.67
Upscale 1Bdrm Apt in Heart of DC,"West End, Foggy Bottom, GWU",256,38.90608,-77.04926,Entire Properties,2,https://www.airbnb.com/rooms/878328641062180963,1,1,Exempt,2016-03-05,within an hour,96%,92%,4.94,4.95,4.92,4.86,4.99,4.94,4.74,6.31
On Top of Maxwell,"Shaw, Logan Circle",225,38.90878122234599,-77.02330318458647,Entire Properties,4,https://www.airbnb.com/rooms/878417769371113115,2,2,with hosted license,2015-10-15,within an hour,100%,97%,4.72,4.76,4.87,4.85,4.83,4.8,4.65,3.31
Modern Treetop Oasis on Historic Logan Circle,"Shaw, Logan Circle",288,38.90925129850831,-77.0315628850006,Entire Floor/Loft,4,https://www.airbnb.com/rooms/878816792298975697,1.5,2,with hosted license,2013-03-23,within an hour,100%,81%,5,5,5,4.94,5,5,4.94,7.74
Cozy Family In-Law Suite,"Brookland, Brentwood, Langdon",110,38.92433855668755,-76.98141212046527,Entire Properties,4,https://www.airbnb.com/rooms/879752988434866586,1,2,with hosted license,2022-12-20,within an hour,100%,100%,4.57,4.69,4.39,4.88,4.76,4.57,4.63,4.88
Bright and spacious bottom unit,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",155,38.8687078,-76.98242019999999,Entire Properties,2,https://www.airbnb.com/rooms/880295518825196611,1,1,with both hosted and unhosted license,2017-08-05,within an hour,100%,100%,4.67,4.67,4.78,4.89,4.89,4.44,4.67,0.7
Calm & Comfy in Congress Heights,"Congress Heights, Bellevue, Washington Highlands",71,38.83288300040395,-76.99273815991408,Entire Properties,2,https://www.airbnb.com/rooms/881959947559509873,1,1,no information,2015-07-10,within a few hours,100%,85%,5,5,5,5,5,3,5,0.09
Modern 1BR 1 Bath cozy escape apartment,"Congress Heights, Bellevue, Washington Highlands",127,38.84598791297272,-77.00179402357408,Entire Properties,3,https://www.airbnb.com/rooms/882120576508603337,1,1,Exempt,2021-11-17,within a day,100%,91%,5,5,5,5,5,4.67,4.67,0.23
MarrakechNightsParkingMetro,"Douglas, Shipley Terrace",350,38.8440313,-76.976043,Entire Properties,8,https://www.airbnb.com/rooms/882328737609467766,4,4,with unhosted license,2023-05-02,within an hour,100%,94%,4.7,4.6,4.8,4.9,4.9,4.4,4.7,0.8
*New* 1 Bedroom on the best block in Logan Circle,"Shaw, Logan Circle",214,38.91117043215984,-77.03138339262152,Entire Properties,2,https://www.airbnb.com/rooms/882622753886183992,1,1,with hosted license,2018-06-02,within an hour,100%,97%,4.98,5,5,5,4.98,5,4.95,5.1
Beautiful 1 bedroom in Petworth NW DC!,"Brightwood Park, Crestwood, Petworth",99,38.95107951438317,-77.01719975587791,Entire Properties,2,https://www.airbnb.com/rooms/882873906867533655,1,1,with hosted license,2020-11-22,within an hour,100%,97%,4.73,4.75,4.64,4.9,4.98,4.83,4.8,4.62
Apartment in Washington,"Ivy City, Arboretum, Trinidad, Carver Langston",400,38.9018161,-76.9802601,Entire Properties,4,https://www.airbnb.com/rooms/883244669850833987,2,2,Exempt,2017-09-09,within an hour,100%,80%,4.9,4.9,4.9,4.9,5,4.8,4.9,0.76
Awesome 1 BR in the Nation's Capital,"Kalorama Heights, Adams Morgan, Lanier Heights",216,38.923137963555206,-77.04078715581971,Entire Properties,4,https://www.airbnb.com/rooms/883413291267906381,1,1,with both hosted and unhosted license,2023-05-03,within an hour,100%,100%,5,4.94,5,5,5,4.94,4.94,1.31
"Vacation Rental w/ Yard in Washington, DC, Area","Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",92,38.89331,-76.91961,Entire Properties,2,https://www.airbnb.com/rooms/883999881543941755,1,1,with hosted license,2017-03-24,within an hour,100%,99%,4.67,4.89,4.56,4.89,5,4.33,4.67,0.67
Guest room & office,"Near Southeast, Navy Yard",60,38.87977906656305,-76.99931364963827,Private room,1,https://www.airbnb.com/rooms/884869537303168617,1,1,no information,2013-01-09,within a day,80%,66%,4.69,NA,NA,NA,NA,NA,NA,NA
Cozy  Luxury Gem Mins from NavyYard/ Nat’l Harbor,"Congress Heights, Bellevue, Washington Highlands",209,38.83473870536507,-77.00335310714485,Entire Properties,6,https://www.airbnb.com/rooms/886094640723180541,1,3,with hosted license,2016-03-20,within an hour,100%,95%,4.88,4.69,4.94,4.75,5,4.06,4.63,1.19
Sojourn on 5th Unit #303,"Capitol Hill, Lincoln Park",200,38.881097736833965,-76.99964609529799,Entire Properties,4,https://www.airbnb.com/rooms/886404268901037924,1,1,Exempt,2015-07-29,within an hour,99%,99%,4.58,4.69,4.73,4.62,4.77,4.77,4.54,2.4
Cozy Gem near Navy Yard/ National Harbor,"Congress Heights, Bellevue, Washington Highlands",109,38.83519,-77.00361,Entire Properties,2,https://www.airbnb.com/rooms/886463649625249035,1,1,Exempt,2016-03-20,within an hour,100%,95%,5,3,4,5,5,4,5,0.08
"Stylish Retreat: comfy & central, near attractions","Howard University, Le Droit Park, Cardozo/Shaw",181,38.92248658156228,-77.01216521791586,Entire Properties,6,https://www.airbnb.com/rooms/887190040384565782,2,2,with hosted license,2017-12-24,within an hour,91%,97%,4.91,4.91,4.94,4.85,5,4.85,4.73,2.45
Stylish Urban Victorian Guest Room-2,"Edgewood, Bloomingdale, Truxton Circle, Eckington",67,38.9168022,-77.0078992,Private room,2,https://www.airbnb.com/rooms/887497064646610534,1.5,1,with hosted license,2014-07-20,within an hour,100%,100%,4.65,4.74,4.9,4.55,4.61,4.58,4.65,2.31
Stylish Urban Victorian Guest Room-3,"Edgewood, Bloomingdale, Truxton Circle, Eckington",72,38.9168022,-77.0078992,Private room,2,https://www.airbnb.com/rooms/887529157914943133,1.5,1,with hosted license,2014-07-20,within an hour,100%,100%,4.64,4.59,4.95,4.55,4.68,4.64,4.5,1.64
Historic Georgetown Townhome: Walkable Location!,"Georgetown, Burleith/Hillandale",260,38.90929,-77.05547,Entire Properties,6,https://www.airbnb.com/rooms/887772296458123770,1.5,3,with unhosted license,2017-03-24,within an hour,100%,99%,4.8,4.73,4.8,4.8,4.93,4.93,4.67,1.17
Stylish Home Walk or Metro to All DC Attractions!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",349,38.90934734031661,-77.011350870748,Entire Properties,5,https://www.airbnb.com/rooms/888347903114709364,1.5,3,with hosted license,2010-09-03,within an hour,100%,100%,4.8,4.83,4.85,4.98,4.91,4.67,4.7,3.62
"Cozy Room, Historic DC Cmty","Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",36,38.90262791941216,-76.92820412044924,Private room,1,https://www.airbnb.com/rooms/888639357919094293,2,1,no information,2021-10-23,within an hour,100%,89%,5,5,5,5,5,4,5,0.29
Unique & Sexy Penthouse Loft | In-House Services,"North Michigan Park, Michigan Park, University Heights",119,38.9351706233551,-76.99113570698535,Entire Properties,6,https://www.airbnb.com/rooms/888654903244554780,1,2,Exempt,2016-01-05,within an hour,100%,99%,4.62,4.55,4.69,4.93,4.86,4.38,4.45,2.18
Perfect 1 BD Brookland Home w City Skyline View,"Brookland, Brentwood, Langdon",111,38.93356157100323,-76.99006724759566,Entire Properties,4,https://www.airbnb.com/rooms/888695429020343283,1,1,Exempt,2016-01-05,within an hour,100%,99%,4.83,4.83,4.75,4.96,4.79,4.79,4.75,1.81
5-star Luxury DC Respite,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",206,38.90613,-76.93552,Entire Properties,2,https://www.airbnb.com/rooms/889456745484515850,2.5,2,Exempt,2016-02-21,within a few hours,100%,N/A,4.71,NA,NA,NA,NA,NA,NA,NA
Private Suite w/Parking near Capitol Hill DC,"River Terrace, Benning, Greenway, Dupont Park",70,38.89165700458496,-76.95993426994454,Private room,2,https://www.airbnb.com/rooms/890384516184093231,1,1,with hosted license,2018-04-11,within an hour,100%,92%,4.97,4.97,5,4.97,4.98,4.76,4.97,4.75
Entire apt around Capitol hill,"Ivy City, Arboretum, Trinidad, Carver Langston",100,38.90008,-76.97888,Entire Properties,3,https://www.airbnb.com/rooms/891268025843842420,1,1,Exempt,2018-08-01,within an hour,100%,92%,4.67,4.75,5,4.92,4.83,4.04,4.67,1.87
"Luxury, Urban, & Elegant Oasis! Centrally-Located!","Capitol View, Marshall Heights, Benning Heights",82,38.88259,-76.94014,Entire Properties,2,https://www.airbnb.com/rooms/892041136307293638,1,1,with hosted license,2023-05-15,within an hour,100%,95%,4.82,4.9,4.84,4.96,4.94,4.57,4.72,5.05
Rock Creek Sanctuary,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",118,38.9333,-77.04121,Entire Properties,4,https://www.airbnb.com/rooms/892259637215737507,1,1,with hosted license,2011-06-08,within an hour,100%,97%,4.85,4.93,4.93,4.85,4.98,4.91,4.74,3.48
Artsy home in NE DC near RFK,"River Terrace, Benning, Greenway, Dupont Park",160,38.89163,-76.94796,Entire Properties,6,https://www.airbnb.com/rooms/892699147382267931,1,3,with hosted license,2015-09-16,within an hour,100%,96%,4.63,4.67,4.63,4.73,4.9,4.3,4.57,2.69
"2 Free onsite parking! Cheerful, convenient & cozy","Howard University, Le Droit Park, Cardozo/Shaw",167,38.91494492634676,-77.0177761092782,Entire Properties,6,https://www.airbnb.com/rooms/893463447642775565,1.5,2,Exempt,2019-04-14,within an hour,100%,100%,4.84,4.86,4.96,4.66,4.96,4.51,4.85,6.97
Queen Bedroom E w/Private Bathroom in #938,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",55,38.88216396750987,-77.02036753120939,Private room,1,https://www.airbnb.com/rooms/893940089185764712,1,1,no information,2019-09-13,within a day,100%,90%,4.72,NA,NA,NA,NA,NA,NA,NA
Oasis on O Street - the Heart of the Capital,"Dupont Circle, Connecticut Avenue/K Street",224,38.9088925,-77.0355056,Entire Properties,4,https://www.airbnb.com/rooms/894001379907484842,1,1,with hosted license,2014-07-24,within an hour,100%,100%,5,5,5,4.99,5,4.99,4.95,7.11
Cozy 2BR/2BA Pet-friendly Condo with Roof Patio,"Brightwood Park, Crestwood, Petworth",180,38.95581,-77.02579,Entire Properties,4,https://www.airbnb.com/rooms/894072711076872845,2,2,with both hosted and unhosted license,2021-09-16,within an hour,100%,96%,4.77,4.81,4.84,4.88,4.91,4.37,4.58,3.25
Charming 2BR Georgetown Home Close to Everything!,"Georgetown, Burleith/Hillandale",286,38.91229067041505,-77.0639435966337,Entire Properties,6,https://www.airbnb.com/rooms/894221819360466117,2,2,no information,2023-05-16,within a few hours,100%,100%,4,4,4,5,5,5,5,0.16
Studio 1 bed 1 bath full kitchen,"Union Station, Stanton Park, Kingman Park",45,38.8963356817991,-76.97528879045706,Entire Properties,2,https://www.airbnb.com/rooms/895088127742714779,1,1,Exempt,2013-07-09,within an hour,100%,82%,4.67,4.67,4,4.67,5,5,4.67,0.28
Spacious and Newly Renovated Property,"Congress Heights, Bellevue, Washington Highlands",55,38.83958,-77.00159,Private room,2,https://www.airbnb.com/rooms/895925133378506307,1,1,Exempt,2019-03-17,within an hour,100%,99%,4.85,4.9,4.84,4.82,4.93,4.56,4.79,4.67
Bright and Airy Private Apt -Two Blocks from Metro,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",103,38.93663378478219,-77.02185084618938,Entire Properties,2,https://www.airbnb.com/rooms/896408575481948263,1,1,with hosted license,2018-08-25,within an hour,100%,95%,5,4.99,4.98,4.97,5,4.91,4.94,7.86
Brand New Studio Steps From Eastern Market,"Capitol Hill, Lincoln Park",134,38.8873933,-76.99779819999999,Entire Properties,4,https://www.airbnb.com/rooms/896589575425873711,1,1,with hosted license,2011-10-30,within an hour,100%,100%,4.82,4.96,4.96,5,4.96,4.98,4.84,4.8
Studio Apt. | Placemakr Dupont Circle,"Dupont Circle, Connecticut Avenue/K Street",251,38.9099211,-77.0423689,Private room,2,https://www.airbnb.com/rooms/896685877196693546,1,1,Exempt,2019-10-24,within an hour,89%,99%,4.58,4.61,4.65,4.8,4.58,4.89,4.57,20.96
Union Market Oasis,"Ivy City, Arboretum, Trinidad, Carver Langston",234,38.9081306384973,-76.99844018934142,Entire Properties,3,https://www.airbnb.com/rooms/896689503356664122,1,1,Exempt,2020-08-03,within an hour,100%,96%,4.96,4.88,4.92,4.92,5,4.92,4.81,2.23
TheWrightStays Art Haven at Fairlawn Gardens,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",409,38.87058,-76.98248,Entire Properties,11,https://www.airbnb.com/rooms/896719714688778116,4.5,4,with hosted license,2018-09-29,within an hour,100%,90%,4.5,4.5,4.67,4.83,4.94,3.78,4.33,2.04
Capitol Hill Garden Apartment,"Union Station, Stanton Park, Kingman Park",120,38.89741805418561,-76.99714491789447,Entire Properties,4,https://www.airbnb.com/rooms/897135579525114429,1,1,with hosted license,2016-02-09,N/A,N/A,N/A,4.88,4.88,5,4.92,4.88,4.96,4.92,1.9
Deluxe Studio Apt | Placemakr Dupont Circle,"Dupont Circle, Connecticut Avenue/K Street",278,38.909205496246486,-77.04140269907768,Entire Properties,2,https://www.airbnb.com/rooms/897704193251455506,1,1,Exempt,2019-10-24,within an hour,89%,99%,4.42,4.33,4.51,4.67,4.49,4.93,4.35,3.45
Petworth Studio,"Brightwood Park, Crestwood, Petworth",68,38.94973145099756,-77.02015480870696,Entire Properties,2,https://www.airbnb.com/rooms/897831753720019758,1,1,with hosted license,2014-06-30,within a day,100%,84%,4.75,4.88,4.75,4.88,4.94,4.69,4.75,1.62
Union Market apt w/private patio,"Union Station, Stanton Park, Kingman Park",166,38.90332896060841,-77.00234829807745,Entire Properties,4,https://www.airbnb.com/rooms/898025014944757307,1,1,with both hosted and unhosted license,2016-01-13,within an hour,100%,94%,4.86,4.85,4.86,4.8,4.97,4.9,4.75,5.6
Elevated 1 BR with Den at Eastern Market,"Capitol Hill, Lincoln Park",238,38.88474030249606,-76.99903134307853,Entire Properties,3,https://www.airbnb.com/rooms/898411253846981998,1,1,with hosted license,2015-07-29,within an hour,99%,99%,4.88,4.84,5,5,4.91,4.97,4.81,2.53
Cozy basement apartment with backyard,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",91,38.87803,-76.966309999999993,Entire Properties,1,https://www.airbnb.com/rooms/898525224636714733,1,1,Exempt,2015-09-13,within a few hours,100%,91%,4.67,5,5,5,5,4.33,5,0.23
Private Suite in DC - Close to Everything,"Shaw, Logan Circle",80,38.91069882111405,-77.01977862492869,Private room,2,https://www.airbnb.com/rooms/899303419183815074,1,1,no information,2022-06-13,within a few hours,100%,93%,5,5,5,5,5,5,5,0.21
Sweet DC Suite,"Union Station, Stanton Park, Kingman Park",126,38.89269,-76.99417,Entire Properties,2,https://www.airbnb.com/rooms/899380493961384793,1,1,with hosted license,2015-05-10,N/A,N/A,N/A,4.96,5,4.95,4.98,4.98,4.97,4.92,7.08
Private Room #1 - Lofty PH Condo,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",48,38.92539,-77.02367,Private room,2,https://www.airbnb.com/rooms/899386922936953864,1,1,no information,2022-02-15,within a day,50%,13%,4.73,NA,NA,NA,NA,NA,NA,NA
Private Room #2 - Lofty PH Condo,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",52,38.92743002666714,-77.02240917907434,Private room,2,https://www.airbnb.com/rooms/899399175835328781,1,1,no information,2022-02-15,within a day,50%,13%,4.76,NA,NA,NA,NA,NA,NA,NA
Private Room #3 - Lofty PH Condo,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",71,38.92684869087641,-77.02386663578942,Private room,2,https://www.airbnb.com/rooms/899405278382509587,1,1,no information,2022-02-15,within a day,50%,13%,4.81,NA,NA,NA,NA,NA,NA,NA
Cozy Little Room in Renovated Property,"Congress Heights, Bellevue, Washington Highlands",54,38.83711,-77.00422,Private room,2,https://www.airbnb.com/rooms/899455885833259312,1,1,Exempt,2019-03-17,within an hour,100%,99%,4.78,4.81,4.73,4.9,4.91,4.53,4.73,8.74
Vista A/A,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",200,38.85424,-76.96815,Entire Properties,5,https://www.airbnb.com/rooms/900035571286086890,2.5,2,with hosted license,2023-05-23,within an hour,86%,100%,4.73,NA,NA,NA,NA,NA,NA,NA
Private Room 2 - Lofty PH Condo,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",57,38.92529,-77.02382,Private room,2,https://www.airbnb.com/rooms/901308752723881933,1,1,no information,2022-02-15,within a day,50%,13%,4.72,NA,NA,NA,NA,NA,NA,NA
Cozy Brookland Retreat | Balcony | Scenic Views!,"North Michigan Park, Michigan Park, University Heights",185,38.93492,-76.99008,Entire Properties,5,https://www.airbnb.com/rooms/901511997127737788,2,2,Exempt,2016-01-05,within an hour,100%,99%,4.59,4.68,4.5,4.82,4.86,4.45,4.27,1.81
Sojourn Mt Vernon Sq Outdoor Space 2BR/2BA,"Shaw, Logan Circle",181,38.90616,-77.01778,Entire Properties,4,https://www.airbnb.com/rooms/903013088962240254,2,2,no information,2015-07-29,within an hour,99%,99%,5,5,4,5,5,5,4.5,0.28
Sojourn on 5th Unit 203,"Capitol Hill, Lincoln Park",122,38.88153856590818,-76.9982405079963,Entire Properties,4,https://www.airbnb.com/rooms/903053624394362477,1,1,no information,2015-07-29,within an hour,99%,99%,4.71,NA,NA,NA,NA,NA,NA,NA
Sojourn on 5th Unit 202,"Capitol Hill, Lincoln Park",146,38.88151208362224,-77.00030358050073,Entire Properties,4,https://www.airbnb.com/rooms/903071442935667356,1,1,no information,2015-07-29,within an hour,99%,99%,5,5,5,5,5,5,5,0.17
Sojourn on 5th #302,"Capitol Hill, Lincoln Park",122,38.88107440699392,-76.99825731879439,Entire Properties,3,https://www.airbnb.com/rooms/903073223216033587,1,1,no information,2015-07-29,within an hour,99%,99%,4.5,4.5,4.5,5,4.5,5,4,0.23
Vista A/B,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",132,38.853193,-76.9677041,Entire Properties,3,https://www.airbnb.com/rooms/903569928769103410,1,1,with hosted license,2023-05-23,within an hour,86%,100%,4.84,NA,NA,NA,NA,NA,NA,NA
Modern Swanky Oasis Central Location FREE Parking!,"Union Station, Stanton Park, Kingman Park",267,38.90132,-76.99906,Entire Properties,7,https://www.airbnb.com/rooms/903580802291779765,2.5,3,with hosted license,2020-08-06,within an hour,100%,97%,4.9,4.9,4.94,4.9,4.95,4.88,4.8,6.25
Viola’s Place,"Edgewood, Bloomingdale, Truxton Circle, Eckington",154,38.90846562335968,-77.00994865330784,Entire Properties,2,https://www.airbnb.com/rooms/903620194560057993,1,1,with unhosted license,2017-12-12,within an hour,100%,70%,4.96,4.96,5,5,5,4.63,4.88,1.93
Grace Space,"North Michigan Park, Michigan Park, University Heights",128,38.94003658464552,-76.99029273167228,Entire Properties,3,https://www.airbnb.com/rooms/903688063874009313,1,1,with hosted license,2023-05-31,within an hour,100%,100%,4.87,4.82,4.82,5,5,4.9,4.68,3.99
Perfect for Interns!Capitol Hill,"Capitol Hill, Lincoln Park",96,38.8835,-76.98572,Private room,1,https://www.airbnb.com/rooms/904339532443884288,1,1,with hosted license,2014-07-10,within an hour,100%,76%,4.33,5,3.33,4.33,5,5,4.67,0.33
"Furnished Home in Washington, DC","Congress Heights, Bellevue, Washington Highlands",200,38.82349789080572,-77.00726934582714,Private room,2,https://www.airbnb.com/rooms/904553548615290503,2,3,Exempt,2023-06-01,N/A,N/A,N/A,4.81,NA,NA,NA,NA,NA,NA,NA
"Modern & Luxurious, Brookland DC","Brookland, Brentwood, Langdon",230,38.94049,-76.98567,Entire Properties,5,https://www.airbnb.com/rooms/906380407996246751,2,3,with both hosted and unhosted license,2021-04-17,within an hour,100%,100%,4.94,5,5,5,4.94,4.82,4.82,1.86
Bright and Cozy Retreat,"Ivy City, Arboretum, Trinidad, Carver Langston",113,38.909293440610966,-76.98485802859068,Entire Properties,4,https://www.airbnb.com/rooms/906578332488863671,1,2,with hosted license,2011-12-02,within an hour,100%,94%,4.71,4.86,4.64,4.79,5,3.86,4.5,1.2
Spacious & Quiet Base in DC 3BR & 3BA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",245,38.9154923166878,-77.00303582376814,Entire Properties,8,https://www.airbnb.com/rooms/906661052699006247,3,3,Exempt,2023-06-04,within an hour,100%,99%,4.86,4.96,4.96,4.98,4.92,4.63,4.79,3.98
Family Friendly HQ - Historic DC 3BR & 3BA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",265,38.91459,-77.00385,Entire Properties,8,https://www.airbnb.com/rooms/907089832389697384,3,3,Exempt,2023-06-04,within an hour,100%,99%,4.98,4.98,4.98,5,4.93,4.76,4.96,3.71
Home away from home,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",79,38.94878995565895,-77.00754694014023,Private room,2,https://www.airbnb.com/rooms/908691669415022744,1,1,with unhosted license,2012-04-02,within a few hours,100%,94%,4.86,4.93,4.88,4.88,4.98,4.61,4.76,3.45
Palisades Retreat,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",200,38.92757778843424,-77.10303986916239,Entire Properties,2,https://www.airbnb.com/rooms/908906589718589686,1,1,with hosted license,2020-12-14,within an hour,90%,96%,5,5,5,5,5,4.92,5,1.16
Primary room & Private Bath,"Brightwood Park, Crestwood, Petworth",65,38.95670131603871,-77.01661288473765,Private room,2,https://www.airbnb.com/rooms/909308637245452608,1,1,with hosted license,2016-05-18,within an hour,100%,92%,4,5,5,5,4.5,3.5,4,0.18
"Union Station: 55"" YouTubeTV+Sofa Bed+Pack 'n Play","Union Station, Stanton Park, Kingman Park",100,38.90271678397587,-76.99538976141568,Entire Properties,4,https://www.airbnb.com/rooms/910011001434353949,1,1,with hosted license,2011-04-06,within an hour,100%,98%,4.81,4.85,4.85,4.77,4.85,4.83,4.83,3.83
